# GitHub repository metadata for exact current WebMCP API code matches
# Source query: document.modelContext.registerTool
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: distinct repositories represented in GitHub's capped first 1,000 code-search results.
# Important: stars measure repository reach, not the maturity of its WebMCP integration; forks and vendored WPT copies remain labelled.
# Columns: repo, stars, forks, is_fork, created_at, updated_at, primary_language, description, homepage, github_url
repo	stars	forks	is_fork	created_at	updated_at	primary_language	description	homepage	github_url
NewyorkDev/neon-webmcp	0	0	false	2026-09-01T05:55:50Z	2026-09-02T06:08:30Z	HTML	Bilingual agent-ready Tampa beauty marketplace for the WebMCP Challenge	https://newyorkdev.github.io/neon-webmcp/	https://github.com/NewyorkDev/neon-webmcp
nexora-assistant/consentos-webmcp	0	0	false	2026-08-27T14:34:25Z	2026-08-27T15:39:16Z	JavaScript			https://github.com/nexora-assistant/consentos-webmcp
nexora-assistant/consentos-webmcp.	0	0	false	2026-08-27T15:04:58Z	2026-08-27T15:44:57Z	JavaScript		https://consentos-webmcp.vercel.app	https://github.com/nexora-assistant/consentos-webmcp.
ngqinzhe/webmcp-studio	0	0	false	2026-08-28T03:34:33Z	2026-09-02T03:04:02Z	TypeScript			https://github.com/ngqinzhe/webmcp-studio
NikS-44/personal-portfolio	0	0	false	2024-10-20T18:16:35Z	2026-08-30T19:20:49Z	HTML		https://personal-portfolio-theta-orpin.vercel.app	https://github.com/NikS-44/personal-portfolio
niksoriginals/Aro	0	0	false	2026-08-13T20:28:29Z	2026-08-13T20:59:05Z	C++	The Browser		https://github.com/niksoriginals/Aro
noodlemind/quorum	0	0	false	2026-08-31T02:45:09Z	2026-08-31T03:07:35Z				https://github.com/noodlemind/quorum
nursa-genai/webmcp-shift-search	0	0	false	2026-09-01T14:45:25Z	2026-09-02T01:52:21Z	TypeScript			https://github.com/nursa-genai/webmcp-shift-search
nxnom/kern	0	0	false	2026-09-01T19:05:12Z	2026-09-02T09:27:24Z	TypeScript			https://github.com/nxnom/kern
o1-spec/mcpx	0	0	false	2026-08-28T07:32:43Z	2026-09-02T02:39:32Z	TypeScript	Reliability runtime for WebMCP workflows with reconciliation, durability, and Saga compensation.		https://github.com/o1-spec/mcpx
oddharsh/site	0	0	false	2026-06-02T14:26:24Z	2026-09-02T04:11:16Z	TypeScript	aadharsh's personal site and lab bench for internet things	aadhar.sh	https://github.com/oddharsh/site
Olacode01/co-shop	0	0	false	2026-08-30T01:32:11Z	2026-08-31T18:24:30Z	JavaScript		https://co-shop-gules.vercel.app	https://github.com/Olacode01/co-shop
olifink/rebel-sim	0	0	false	2026-07-29T11:58:42Z	2026-09-02T01:32:26Z	TypeScript		https://olifink.github.io/rebel-sim/	https://github.com/olifink/rebel-sim
oliviamsnewman-oss/one-trip-win-webmcp	0	0	false	2026-09-01T17:57:55Z	2026-09-01T17:58:34Z	TypeScript	Interactive 3D moving-truck planner where people and AI agents share one live WebMCP workspace.	https://moving-day-load-planner.oliviamsnewman.chatgpt.site/	https://github.com/oliviamsnewman-oss/one-trip-win-webmcp
Olympusxvn/olympus-mcp-harness	0	0	false	2026-08-26T09:02:31Z	2026-09-02T04:32:12Z	TypeScript	The model reasons. WebMCP connects. Olympus controls. The machine executes.	https://olympus-mcp-harness.vercel.app	https://github.com/Olympusxvn/olympus-mcp-harness
onEnterFrame/coursemcp	0	0	false	2026-08-31T01:33:20Z	2026-09-01T00:03:07Z	JavaScript	Agent-native course builder for humans and the AI agents learning beside them.	https://coursemcp-webmcp.onrender.com	https://github.com/onEnterFrame/coursemcp
panjiaryasoma/Groundline	0	0	false	2026-09-01T20:20:44Z	2026-09-01T21:58:25Z	TypeScript	A shared reasoning workspace where humans map claims and evidence while AI agents use WebMCP to evaluate, triage, trace dependencies, and propose revisions - humans keep final control.		https://github.com/panjiaryasoma/Groundline
paraffinic0doomer/synspace	0	0	false	2026-09-01T00:05:46Z	2026-09-01T21:12:35Z	TypeScript		https://synspace-beta.vercel.app	https://github.com/paraffinic0doomer/synspace
patrickjcraig/fluffy-happiness	0	0	false	2026-08-25T20:16:43Z	2026-08-25T20:18:54Z	JavaScript	Patrick's submission for OpenAI's webMCP Hackathon.		https://github.com/patrickjcraig/fluffy-happiness
patrickjcraig/PaperPilot	0	0	false	2026-08-30T02:44:46Z	2026-09-02T03:28:59Z	TypeScript	An accessible WebMCP research mentor for scientific papers with visible provenance.		https://github.com/patrickjcraig/PaperPilot
patriksimms/rundown	0	0	false	2026-08-29T10:52:28Z	2026-09-01T19:44:17Z	TypeScript	Agent-Ready dashboard builder for marketing data		https://github.com/patriksimms/rundown
Paul-M-Kallarackal/what-can-i-click	0	0	false	2026-08-31T16:22:14Z	2026-09-01T18:08:28Z	TypeScript	A WebMCP-powered visual ClickHouse architecture advisor and interactive data-machine explainer	https://what-can-i-click.vercel.app	https://github.com/Paul-M-Kallarackal/what-can-i-click
PaulKinlan/chrome-platform-showcase	0	0	false	2026-05-29T22:13:18Z	2026-08-28T13:36:57Z	HTML	Generated demos for every new web platform feature shipping in Chrome. Auto-maintained by a daily routine.	https://chrome-platform-showcase.paulkinlan-ea.deno.net/	https://github.com/PaulKinlan/chrome-platform-showcase
PaulKinlan/webmcp-lib	0	0	false	2026-08-14T16:28:02Z	2026-08-14T21:11:35Z	JavaScript			https://github.com/PaulKinlan/webmcp-lib
peace-for-all/peace-for-all.github.io	0	0	false	2023-10-26T14:53:02Z	2026-08-27T14:13:52Z	JavaScript		https://peace-for-all.github.io/	https://github.com/peace-for-all/peace-for-all.github.io
Pimmetjeoss/persoonlijke_webpage	0	0	false	2025-10-22T19:20:33Z	2026-09-02T06:29:50Z	TypeScript		https://persoonlijke-webpage.vercel.app	https://github.com/Pimmetjeoss/persoonlijke_webpage
pinokokol/transcriptly	0	0	false	2026-08-31T21:25:30Z	2026-09-02T07:24:45Z	TypeScript			https://github.com/pinokokol/transcriptly
PlanetEmerson/cohabby-webmcp-challenge	0	0	false	2026-09-01T10:25:10Z	2026-09-02T08:47:24Z	TypeScript	A human-controlled shared housing decision room built with WebMCP.	https://webmcp.cohabby.com	https://github.com/PlanetEmerson/cohabby-webmcp-challenge
poirotw66/poirotw66.github.io	0	0	false	2025-06-16T08:09:34Z	2026-08-30T02:06:28Z	JavaScript	Personal portfolio and blog showcasing my software projects, technical writings, and experiments in data and AI.	https://poirotw66.github.io	https://github.com/poirotw66/poirotw66.github.io
Prasannaverse13/Echo	0	0	false	2026-08-25T14:46:16Z	2026-08-30T15:42:30Z	TypeScript	A Taskmaster agent that watches you perform a workflow on screen once, reconstructs it as a structured skill using Gemini 3.5 Flash, composes multi-skill plans from a plain-English goal, and fans them out to run across thousands of inputs in parallel on Google Cloud Run.	https://echo-one-liard.vercel.app	https://github.com/Prasannaverse13/Echo
quick007/clear	0	0	false	2026-08-28T05:22:57Z	2026-09-02T03:40:52Z	TypeScript	A WebMCP-native OpenTelemetry observability platform for humans and their agents		https://github.com/quick007/clear
QuickMathematics/QuickMaths	0	0	false	2026-07-08T16:55:03Z	2026-09-02T08:35:29Z	JavaScript	QM		https://github.com/QuickMathematics/QuickMaths
rahXephonz/airlock	0	0	false	2026-08-28T14:33:11Z	2026-09-01T08:38:30Z	TypeScript	Capability firewall for the agentic web, provenance-aware policy enforcement for WebMCP.	airlock-console.netlify.app	https://github.com/rahXephonz/airlock
RajvardhanPatil07/paperveil	0	0	false	2026-09-01T20:33:08Z	2026-09-01T20:33:17Z	TypeScript	Privacy-first medical claim appeal desk for the OpenAI WebMCP Challenge		https://github.com/RajvardhanPatil07/paperveil
realminc/oa	0	0	false	2026-07-10T11:44:33Z	2026-08-31T18:22:50Z	C++	GPU-first compute, ML, vision, audio, media, UI, plotting, and cryptography on Vulkan.	https://dev.realm.software/	https://github.com/realminc/oa
RedeatI/LearnLens	0	0	false	2026-08-26T08:06:20Z	2026-08-27T15:11:12Z	TypeScript	Turn complex webpages into guided lessons with a privacy-first Chromium extension.		https://github.com/RedeatI/LearnLens
Relacibo/murks	0	0	false	2026-08-18T20:01:50Z	2026-08-31T17:50:45Z	JavaScript	[WIP] vibe-coded byok ai cooking assistent	https://relacibo.github.io/murks/	https://github.com/Relacibo/murks
ricklon/webmcp-litert-pwa	0	0	false	2026-07-24T20:34:05Z	2026-08-13T22:44:15Z	TypeScript	Local-first WebMCP, Chrome built-in AI, and LiteRT-LM task-planning PWA demo		https://github.com/ricklon/webmcp-litert-pwa
roble/whatsthere	0	0	false	2026-08-27T20:24:23Z	2026-09-01T19:16:02Z	PHP			https://github.com/roble/whatsthere
romiteld/commandcanvas	0	0	false	2026-08-27T09:21:15Z	2026-09-02T03:48:18Z	TypeScript	A shared spatial workspace where people and agents manipulate the same live semantic objects.	https://commandcanvas.vercel.app	https://github.com/romiteld/commandcanvas
rsakao/mike-moonlight-run	0	0	false	2026-08-30T04:28:58Z	2026-08-31T09:06:07Z	TypeScript	A 3D side-scrolling WebMCP game for people and agents.	https://mike-moonlight-run.rojii.chatgpt.site	https://github.com/rsakao/mike-moonlight-run
s2kdesign-com/europe-projects	0	0	false	2026-07-07T20:12:15Z	2026-08-05T11:22:11Z	JavaScript		https://evroproekti-dashboard.autumn-limit-8eff.workers.dev/	https://github.com/s2kdesign-com/europe-projects
sachkov-inside/platform	0	0	false	2026-08-19T09:13:09Z	2026-09-02T07:40:31Z	JavaScript	Sachkov Inside membership platform		https://github.com/sachkov-inside/platform
sachkov-inside/workspace	0	0	false	2026-08-13T20:21:32Z	2026-09-02T06:44:34Z	JavaScript	Private control plane for Sachkov Inside Membership		https://github.com/sachkov-inside/workspace
sailfishos-mirror/firefox	0	0	false	2026-05-02T09:49:19Z	2026-08-18T14:00:02Z	JavaScript	https://github.com/mozilla-firefox/firefox.git		https://github.com/sailfishos-mirror/firefox
Santhosh9943/invoicemaster-saas	0	0	false	2026-08-08T11:34:01Z	2026-08-23T21:36:14Z	TypeScript			https://github.com/Santhosh9943/invoicemaster-saas
santos-sanz/prism-eda	0	0	false	2026-08-29T17:50:21Z	2026-08-29T18:26:36Z	TypeScript			https://github.com/santos-sanz/prism-eda
satotek/satotek-blog	0	0	false	2026-08-22T17:16:53Z	2026-08-30T06:54:40Z	CSS	Web app for satotek.dev (TanStack Start on Cloudflare Workers)		https://github.com/satotek/satotek-blog
satsuma-ai/autowebmcp	0	0	false	2026-09-01T21:53:52Z	2026-09-01T22:22:46Z	TypeScript			https://github.com/satsuma-ai/autowebmcp
savage-content/webmcp-security-lab	0	0	false	2026-08-31T11:09:41Z	2026-08-31T18:26:51Z	TypeScript			https://github.com/savage-content/webmcp-security-lab
SeCuReDmE-main-dev/webmcp-hackathon-2026	0	0	false	2026-08-27T14:44:50Z	2026-09-02T09:25:36Z	JavaScript	WebMCP Hackathon 2026 research, candidate evaluation, and quantum preflight prototype workspace	https://webmcp-qcg.vercel.app	https://github.com/SeCuReDmE-main-dev/webmcp-hackathon-2026
seemorecodez/univ-witness	0	0	false	2026-08-31T16:56:29Z	2026-08-31T20:28:36Z	Rust	WebMCP-native evidence control room for a digest-pinned WASI proof		https://github.com/seemorecodez/univ-witness
SetiZ/e-nvoice	0	0	false	2026-08-08T08:19:03Z	2026-09-02T09:03:53Z	TypeScript	e-nvoice - Générateur Factur-X & EN 16931 (WebMCP & 100% Client-Side)	https://e-nvoice.pages.dev	https://github.com/SetiZ/e-nvoice
Seyamalam/venue-mind	0	0	false	2026-08-28T10:11:06Z	2026-09-01T14:25:34Z	JavaScript	Agent-native venue operations planning with deterministic validation and human approval	https://venue-mind-jet.vercel.app	https://github.com/Seyamalam/venue-mind
sheikh-mohammad-rakib/meal_management	0	0	false	2026-08-30T16:27:42Z	2026-09-01T17:18:16Z	TypeScript		https://meal-management-theta.vercel.app	https://github.com/sheikh-mohammad-rakib/meal_management
shipmail-to/shipmail-webmcp	0	0	false	2026-09-01T22:45:26Z	2026-09-01T23:11:45Z	TypeScript	Shipmail's WebMCP Challenge reference implementation and 30-second demo	https://shipmail.to	https://github.com/shipmail-to/shipmail-webmcp
sholtomaud/mvc-pwa	0	0	false	2026-05-30T10:13:03Z	2026-06-12T07:01:51Z	TypeScript			https://github.com/sholtomaud/mvc-pwa
shouryasarkar713/fieldward	0	0	false	2026-08-28T07:59:21Z	2026-08-28T18:08:02Z	TypeScript	A live, shared trip-planning board — built to demonstrate the WebMCP open standard.	https://fieldward-beryl.vercel.app	https://github.com/shouryasarkar713/fieldward
sifaq00/Helios	0	0	false	2026-08-27T02:23:03Z	2026-08-27T17:27:41Z	TypeScript			https://github.com/sifaq00/Helios
Singulary-tee/FigureFoundry	0	0	false	2026-08-30T21:46:30Z	2026-09-01T18:35:19Z	TypeScript	publication-ready figures, graphs, and slides in less than a minute		https://github.com/Singulary-tee/FigureFoundry
SJLee-0525/aperture	0	0	false	2026-07-01T10:08:48Z	2026-08-31T09:15:55Z	TypeScript		https://sungjoon.works	https://github.com/SJLee-0525/aperture
sneg55/ensemble	0	0	false	2026-08-27T18:19:57Z	2026-08-27T19:44:44Z	JavaScript	Compose a purchasable look across Shopify stores: try it on, mix and match, add every piece to its cart. A WebMCP-consuming Chrome extension.	https://ensemble-dhf.pages.dev	https://github.com/sneg55/ensemble
sodiq-code/recall	0	0	false	2026-08-29T23:50:02Z	2026-09-02T06:40:00Z	TypeScript	Recall — the first transparent, controllable memory layer for your ChatGPT agent, built natively on WebMCP. A website that IS the agent's memory: fully visible, editable, and audited.	https://recall-app-one.vercel.app	https://github.com/sodiq-code/recall
sohamtech-uk/cherry-webmcp	0	0	false	2026-09-01T08:25:49Z	2026-09-02T08:32:41Z	JavaScript	securely query bank feeds, match invoices, reconcile transactions and raise exceptions; keep money movement behind explicit human approval.		https://github.com/sohamtech-uk/cherry-webmcp
SoulSniper-V2/unsent-webmcp	0	0	false	2026-08-30T22:33:53Z	2026-08-30T22:36:09Z	TypeScript	Unsent: a WebMCP-native shadow inbox where agents earn the right to send.	https://1-delta-liart-31.vercel.app	https://github.com/SoulSniper-V2/unsent-webmcp
spelbreker/agent-skills	0	0	false	2026-07-03T12:23:06Z	2026-08-12T10:01:09Z		my agent skills		https://github.com/spelbreker/agent-skills
splusb/Webmcp_integration	0	0	false	2026-08-28T14:01:59Z	2026-09-02T07:46:30Z	TypeScript			https://github.com/splusb/Webmcp_integration
Sriram-moorthy/Resume_match	0	1	false	2026-08-30T15:11:25Z	2026-08-30T16:16:00Z	Python			https://github.com/Sriram-moorthy/Resume_match
StefNx/eden-webmcp	0	0	false	2026-03-05T19:02:37Z	2026-08-26T20:02:15Z	TypeScript			https://github.com/StefNx/eden-webmcp
sujalmh/webmcp-ideas	0	0	false	2026-08-26T05:06:32Z	2026-08-26T13:07:15Z				https://github.com/sujalmh/webmcp-ideas
surfiniaburger/AgentFence	0	0	false	2026-09-01T19:47:32Z	2026-09-01T19:50:55Z				https://github.com/surfiniaburger/AgentFence
suwa-sh/zenn-contents	0	0	false	2025-04-27T01:21:53Z	2026-09-01T23:00:33Z	Astro	https://zenn.dev/suwash	https://suwa-sh.github.io/zenn-contents/	https://github.com/suwa-sh/zenn-contents
svilupp/browser-pilot	0	0	false	2026-01-01T09:16:27Z	2026-08-31T20:39:23Z	TypeScript			https://github.com/svilupp/browser-pilot
syumai/cloudflare-blog-summaries	0	0	false	2026-08-15T17:00:19Z	2026-08-23T14:03:04Z	JavaScript			https://github.com/syumai/cloudflare-blog-summaries
talhaazeez/web-dev	0	0	false	2023-09-20T03:14:39Z	2026-08-14T23:51:56Z	HTML	web-dev-files	https://web-dev-sibe.vercel.app	https://github.com/talhaazeez/web-dev
tang-vu/how-i-choose	0	0	false	2026-08-30T16:29:56Z	2026-09-01T17:57:05Z	TypeScript	My signals. My pace. How I choose. A local-first communication rehearsal workspace.	https://how-i-choose.vercel.app	https://github.com/tang-vu/how-i-choose
TextShot/build-arena	0	0	false	2026-08-30T13:55:05Z	2026-08-30T19:36:01Z	TypeScript	HACKATHON WEB MCP BUILD	https://textshot.github.io/build-arena/	https://github.com/TextShot/build-arena
than0112/webmcp-devpost-openai-ethan	0	0	false	2026-08-27T07:23:02Z	2026-08-28T07:33:33Z	TypeScript			https://github.com/than0112/webmcp-devpost-openai-ethan
The-Interdependency/The-Interdependency.github.io	0	0	false	2026-02-20T23:51:08Z	2026-09-02T06:22:01Z	JavaScript	Interdependent Way — Competence-based interdependency framework integrating EDCM metrics and PCNA/PCTA tensor architectures. Open research, specifications, and live deployments.	https://interdependentway.org/	https://github.com/The-Interdependency/The-Interdependency.github.io
TheGreatAxios/faraday	0	0	false	2026-09-01T01:23:58Z	2026-09-01T03:17:05Z	TypeScript	Agent-native volumetric reading room for the WebMCP Challenge. Agents measure CT/MRI in-tab; voxels never leave the browser.	https://thegreataxios.github.io/faraday/	https://github.com/TheGreatAxios/faraday
TheGreatAxios/webmcp	0	0	false	2026-08-27T17:22:01Z	2026-09-01T01:20:04Z	TypeScript	Framework Agnostic WebMCP Implementation		https://github.com/TheGreatAxios/webmcp
thehumanworks/aiccessibility	0	0	false	2026-08-28T15:34:06Z	2026-08-29T23:38:15Z	TypeScript			https://github.com/thehumanworks/aiccessibility
themg-max/mg-guide-agentic-sales-workspace	0	0	false	2026-08-11T14:10:33Z	2026-09-02T07:49:23Z	Python	MG Guide Agentic Sales Workspace — All Things Agentic (meeting_follow_up_v1 foundation)		https://github.com/themg-max/mg-guide-agentic-sales-workspace
Thinkin-Project/thinkin-blog-next	0	1	false	2025-11-28T15:31:01Z	2026-08-16T13:47:22Z	TypeScript	A blog focused on documenting software development experiences and knowledge, emphasizing practical takeaways and open sharing.	https://www.thinkinmd.com	https://github.com/Thinkin-Project/thinkin-blog-next
ThunderKhan/webclerk	0	0	false	2026-08-31T14:43:16Z	2026-09-01T19:24:34Z	TypeScript	A WebMCP-powered assistant for important forms that fills only what your documents can verify, flags uncertainty or conflicts, and leaves declarations and final submission to you.	https://webclerk.vercel.app	https://github.com/ThunderKhan/webclerk
tickadoo/webmcp-challenge	0	0	false	2026-08-27T20:10:47Z	2026-08-27T20:22:32Z	TypeScript	Public WebMCP layer snapshot for the OpenAI challenge (tickadoo/frontend#2935 @ c8a0fa0)		https://github.com/tickadoo/webmcp-challenge
timkaboya/gcp-speed-test	0	0	false	2026-06-30T19:57:40Z	2026-09-01T20:40:52Z	TypeScript	Measure network latency from your browser to Google Cloud regions worldwide		https://github.com/timkaboya/gcp-speed-test
Timtech4u/basket-webmcp	0	0	false	2026-08-26T20:09:49Z	2026-08-26T20:49:06Z	JavaScript	Basket: a rights-safe, three-origin WebMCP shopping proof with grounded tools and human-controlled handoff.	https://basketshopper.com	https://github.com/Timtech4u/basket-webmcp
Timtech4u/groundedrelay-webmcp	0	0	false	2026-08-26T21:25:05Z	2026-08-27T05:10:00Z	JavaScript	Cross-origin WebMCP shopping kit with visible evidence and a human-gated handoff	https://groundedrelay.pages.dev	https://github.com/Timtech4u/groundedrelay-webmcp
tinatsntx/accessible-action-mode-returns-public	0	0	false	2026-08-31T18:52:47Z	2026-09-01T00:08:40Z	TypeScript	Accessible WebMCP returns and exchanges with policy-aware planning, explicit shopper approval, and simulated-only apply.	https://accessible-action-mode-returns.tinatsntx.chatgpt.site/	https://github.com/tinatsntx/accessible-action-mode-returns-public
TKHatton/relay-webmcp	0	0	false	2026-09-02T03:09:05Z	2026-09-02T06:27:02Z	TypeScript	Relay lets someone prepare a delegate agent before they go offline. Through WebMCP, the delegate answers the people and agents who need something from them, stays inside boundaries they set in advance, escalates anything outside those boundaries, and leaves a plain-language record of what happened while they were away.		https://github.com/TKHatton/relay-webmcp
tmoody1973/supper-club-ai	0	0	false	2026-09-01T07:48:38Z	2026-09-01T18:51:16Z	HTML	A culturally literate WebMCP workspace for planning thoughtful supper clubs.	https://supper-club-ai.vercel.app	https://github.com/tmoody1973/supper-club-ai
tomiwaaluko/ambient-webmcp	0	0	false	2026-08-31T07:53:11Z	2026-09-01T07:30:45Z	JavaScript		https://ambient-host-theta.vercel.app	https://github.com/tomiwaaluko/ambient-webmcp
toshi0607/cca-study-guide	0	0	false	2026-07-14T11:09:57Z	2026-09-02T08:28:53Z	TypeScript	Unofficial English / Japanese study guide and retrieval practice for Claude Certified Architect – Foundations	https://cca.toshi0607.com	https://github.com/toshi0607/cca-study-guide
toyosawa/accesslens-webmcp	0	0	false	2026-08-31T10:15:26Z	2026-09-01T00:48:39Z	JavaScript	Evidence-first accessible visit planning with typed WebMCP tools.		https://github.com/toyosawa/accesslens-webmcp
triput/squirrel-board	0	0	false	2026-09-01T22:29:23Z	2026-09-02T02:08:07Z	TypeScript	Capture ideas with your agent. Decide what deserves to become work.		https://github.com/triput/squirrel-board
Trueuss/baw-webmcp	0	0	false	2026-08-26T08:43:57Z	2026-08-26T10:04:45Z	TypeScript			https://github.com/Trueuss/baw-webmcp
tsuchiyatakahirolab/actionproof	0	0	false	2026-08-27T03:57:20Z	2026-08-27T04:06:49Z	TypeScript	Effect verification for WebMCP actions: correct call, wrong effect, caught.	https://actionproof.vercel.app	https://github.com/tsuchiyatakahirolab/actionproof
ttthkim-hue/captain-webmcp	0	0	false	2026-08-27T02:21:28Z	2026-09-01T07:18:48Z	TypeScript	Human-agent operations console for the OpenAI WebMCP Challenge		https://github.com/ttthkim-hue/captain-webmcp
tuncer-byte/ui-test-agent	0	0	false	2026-08-27T11:53:17Z	2026-08-27T12:37:01Z	JavaScript	Tests web apps through their own WebMCP tools instead of brittle UI selectors.	https://tuncer-byte.github.io/ui-test-agent/	https://github.com/tuncer-byte/ui-test-agent
twinkling-reality/dusky	0	0	false	2026-08-26T00:26:37Z	2026-09-02T02:21:12Z	TypeScript			https://github.com/twinkling-reality/dusky
Tyler-R-Kendrick/epoch	0	0	false	2026-05-04T17:37:29Z	2026-08-22T15:48:30Z	TypeScript	A minimal event-driven DVCS with CRDT entity-level merging.	https://epoch-vcs.vercel.app	https://github.com/Tyler-R-Kendrick/epoch
tyu41275/watch-dog	0	0	false	2026-08-31T20:08:45Z	2026-09-01T22:50:28Z	JavaScript	Watch Dog — WebMCP anti-phishing and community URL-threat-corpus application		https://github.com/tyu41275/watch-dog
Tzodec1526/MUEFS	0	0	false	2026-06-08T00:00:42Z	2026-09-02T01:24:54Z	Python	Demo Michigan E-Filing System	https://webmcp.tomcedoz.com/agent	https://github.com/Tzodec1526/MUEFS
UditJain2622004/ArchFlow-WebMCP	0	0	false	2026-08-28T17:22:58Z	2026-08-28T18:38:30Z	TypeScript		https://archflow-two-xi.vercel.app	https://github.com/UditJain2622004/ArchFlow-WebMCP
umeshadabala/WebReformAI	0	0	false	2026-08-29T12:19:39Z	2026-08-31T16:16:27Z	JavaScript	The tool that allows you to edit the DOM of a website with help of AI	https://umeshadabala.github.io/WebReformAI/	https://github.com/umeshadabala/WebReformAI
urbanlama/webmcp-character-animation	0	0	false	2026-08-31T10:55:53Z	2026-09-01T10:13:47Z	JavaScript	Agent-driven character animation in the browser. The page measures the rig, solves motion from phases, and asks the human when it matters. OpenAI WebMCP Challenge.		https://github.com/urbanlama/webmcp-character-animation
US1929/switchai	0	0	false	2026-06-11T12:10:49Z	2026-08-21T05:40:30Z	JavaScript	AI agent for Italian energy tariff comparison. Analyzes utility bills,   compares 44+ offers (electricity & gas), and activates the best tariff. WebMCP   + MCP Server compatible. switchai.it	https://www.switchai.it/	https://github.com/US1929/switchai
uzochukwuV/propflip	0	0	false	2026-06-19T15:09:56Z	2026-08-31T10:44:13Z	Python			https://github.com/uzochukwuV/propflip
Vector-Mosaic/life-links	0	0	false	2026-08-27T00:44:01Z	2026-09-02T05:24:21Z	TypeScript	A private, user-controlled AI context layer for physical life, built for the 2026 WebMCP Challenge.		https://github.com/Vector-Mosaic/life-links
Ved-Joshi/Agent-Escape-Room	0	0	false	2026-09-02T06:58:50Z	2026-09-02T07:29:05Z	TypeScript	Utilized WebMCP to create an escape room game to benchmark AI agents.		https://github.com/Ved-Joshi/Agent-Escape-Room
VibishnathanG/nice-skills	0	0	false	2026-07-15T16:13:33Z	2026-08-02T20:01:19Z	Python			https://github.com/VibishnathanG/nice-skills
vincentxuu/quidproquo	0	0	false	2026-03-12T15:25:13Z	2026-09-01T20:27:29Z	TypeScript	https://quidproquo.cc		https://github.com/vincentxuu/quidproquo
vinodrajendran001/All_You_Need_Is_AI	0	0	false	2025-02-08T09:53:50Z	2026-09-02T01:16:44Z	HTML	Convert my insights and learnings of AI into knowledge		https://github.com/vinodrajendran001/All_You_Need_Is_AI
Viswesh934/Deep-Age	0	0	false	2026-08-26T13:29:07Z	2026-09-01T19:15:33Z	TypeScript		https://deep-age-demo.vercel.app	https://github.com/Viswesh934/Deep-Age
VIVEHACKER/resolve-guard	0	0	false	2026-09-01T01:09:23Z	2026-09-01T02:07:19Z	JavaScript	A deterministic invocation-time policy gateway for routed MCP and WebMCP tool calls.		https://github.com/VIVEHACKER/resolve-guard
vivekyarra/flow	0	0	false	2026-08-26T08:00:51Z	2026-08-26T09:38:41Z	Python			https://github.com/vivekyarra/flow
vmbarathviswam/ledgerlab	0	0	false	2026-08-31T09:04:16Z	2026-09-01T05:17:53Z	JavaScript			https://github.com/vmbarathviswam/ledgerlab
vortechU/McpWeb	0	0	false	2026-08-28T19:33:21Z	2026-08-29T17:29:30Z	TypeScript		https://mcpweb.vercel.app	https://github.com/vortechU/McpWeb
wbxl2000/modern-web-guidance-kimi-test	0	0	false	2026-08-03T12:47:29Z	2026-08-03T12:50:43Z		Private test artifact for Kimi Code plugin installation		https://github.com/wbxl2000/modern-web-guidance-kimi-test
westonkd/sprint	0	0	false	2026-08-23T05:39:44Z	2026-09-01T17:36:11Z	TypeScript	An agent-forward React component library	https://sprint.westonkd.io	https://github.com/westonkd/sprint
williamlimasilva/.copilot	0	0	false	2026-02-19T21:46:27Z	2026-09-02T06:44:41Z	Python	Template for Copilot 		https://github.com/williamlimasilva/.copilot
xan-antx/nightwatch	0	0	false	2026-08-30T18:31:49Z	2026-09-01T19:21:48Z	Python	Incident console where the AI agent's tool surface follows severity — tools mount as things get worse, unmount when they're over, and a human holds the keys. Built for the WebMCP Challenge.	https://nightwatch-console.netlify.app	https://github.com/xan-antx/nightwatch
yfj898/openai-webmcp-challenge-2026	0	0	false	2026-08-28T02:30:01Z	2026-08-28T02:34:43Z	TypeScript	PermitBench — a WebMCP-native least-privilege decision workspace for AI agents		https://github.com/yfj898/openai-webmcp-challenge-2026
YoussoufHard/crisisdesk	0	0	false	2026-08-29T21:57:56Z	2026-08-29T22:06:07Z	TypeScript	Agent-native incident response platform built for the WebMCP Challenge — real WebMCP tools, Gemini agent, human-in-the-loop approval.		https://github.com/YoussoufHard/crisisdesk
YowSiaoKang/redline	0	0	false	2026-08-28T14:39:07Z	2026-09-02T08:26:28Z	TypeScript			https://github.com/YowSiaoKang/redline
zabrodsk/keep-webmcp	0	0	false	2026-08-29T20:31:26Z	2026-08-29T21:05:28Z	TypeScript	A local-first relationship desk where WebMCP does the memory work and the human stays human.	https://keep-webmcp.zabrodsk.chatgpt.site	https://github.com/zabrodsk/keep-webmcp
zabrodsk/webmcp-skill	0	0	false	2026-08-27T18:30:22Z	2026-08-27T18:30:41Z		Agent skill for adding native WebMCP tools to web applications		https://github.com/zabrodsk/webmcp-skill
zekariasasaminew/incident-command	0	0	false	2026-08-28T17:44:29Z	2026-09-02T02:09:36Z	JavaScript	A WebMCP-enabled incident war room for human-agent collaboration.		https://github.com/zekariasasaminew/incident-command
zhoism/runcard	0	0	false	2026-08-28T03:55:04Z	2026-09-01T05:15:40Z	TypeScript	A shareable, validated record of an MD simulation — WebMCP tools for agents		https://github.com/zhoism/runcard
