# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
sinkz/Lorestra	2026-08-31T19:17:26Z	1	TypeScript	A living, reviewable Markdown memory graph for people and AI agents — powered by WebMCP.		https://github.com/sinkz/Lorestra
skundu42/web-mcp-skill	2026-08-31T04:16:05Z	1		A Codex skill for making website workflows callable through browser WebMCP.	https://chatgpt.com/plugins/plugins_6a9506814b648191a53384b78fe25bd6	https://github.com/skundu42/web-mcp-skill
spidertotem7/open-tasks-webmcp	2026-08-31T15:24:32Z	0	JavaScript	An existing task manager transformed into an agent-native shared workspace with WebMCP.	https://yanely-jordan-task-hub.vercel.app	https://github.com/spidertotem7/open-tasks-webmcp
sprotolabs/knowyouragent-webmcp-merchant-safety-gate	2026-08-31T19:10:46Z	0		knowyouragent-webmcp-merchant-safety-gate		https://github.com/sprotolabs/knowyouragent-webmcp-merchant-safety-gate
sudais-khalid/WebMCP	2026-08-31T05:31:45Z	0	TypeScript			https://github.com/sudais-khalid/WebMCP
supergud/laravel-webmcp	2026-08-31T17:24:10Z	0	PHP	Laravel 13 + Livewire 4 demo shop exposing every storefront feature to browser AI agents via the WebMCP navigator.modelContext API. Bilingual (zh-TW / en), security-first tool design.		https://github.com/supergud/laravel-webmcp
thesammet/enclave	2026-08-31T11:35:31Z	0	TypeScript	Drag your data in. Let ChatGPT analyse it without ever seeing it. A browser-only analysis workbench built on WebMCP.		https://github.com/thesammet/enclave
tinatsntx/accessible-action-mode-returns-public	2026-08-31T18:52:47Z	0	TypeScript	Accessible WebMCP returns and exchanges with policy-aware planning, explicit shopper approval, and simulated-only apply.	https://accessible-action-mode-returns.tinatsntx.chatgpt.site/	https://github.com/tinatsntx/accessible-action-mode-returns-public
tobyseng-beep/webmcphackathon	2026-08-31T22:04:56Z	2	TypeScript			https://github.com/tobyseng-beep/webmcphackathon
tomiwaaluko/ambient-webmcp	2026-08-31T07:53:11Z	0	JavaScript		https://ambient-host-theta.vercel.app	https://github.com/tomiwaaluko/ambient-webmcp
toyosawa/accesslens-webmcp	2026-08-31T10:15:26Z	0	JavaScript	Evidence-first accessible visit planning with typed WebMCP tools.		https://github.com/toyosawa/accesslens-webmcp
tyu41275/watch-dog	2026-08-31T20:08:45Z	0	JavaScript	Watch Dog — WebMCP anti-phishing and community URL-threat-corpus application		https://github.com/tyu41275/watch-dog
umbrellahub24/clever-ai-tool-scout	2026-08-31T16:56:37Z	0		A WebMCP-powered AI tool scout for transparent, budget-aware recommendations.		https://github.com/umbrellahub24/clever-ai-tool-scout
urbanlama/webmcp-character-animation	2026-08-31T10:55:53Z	0	JavaScript	Agent-driven character animation in the browser. The page measures the rig, solves motion from phases, and asks the human when it matters. OpenAI WebMCP Challenge.		https://github.com/urbanlama/webmcp-character-animation
vdanielb/PixlPal-Public	2026-08-31T22:11:41Z	0	TypeScript	PixlPal. AI-assisted photo editing with WebMCP		https://github.com/vdanielb/PixlPal-Public
vijayatechlabs/webmcp	2026-08-31T15:39:40Z	0	TypeScript	Exploring WebMCP	https://webmcp.vijayatechlabs.com	https://github.com/vijayatechlabs/webmcp
vinodarya/devpostMCP	2026-08-31T13:52:29Z	0	HTML	Entry for DevPost WebMCP Challenge		https://github.com/vinodarya/devpostMCP
vishu2212/WEBMCP	2026-08-31T11:40:55Z	0	TypeScript			https://github.com/vishu2212/WEBMCP
vn-envy/Magpie-Designs	2026-08-31T10:39:29Z	0	JavaScript	Release-aware design agent that turns real GitHub PR evidence into bounded, reviewable frontend changes through WebMCP.	https://magpie-webmcp.neekhil007.chatgpt.site/	https://github.com/vn-envy/Magpie-Designs
web3yaso/citely-deal-room-demo	2026-08-31T01:16:42Z	1	TypeScript	Deal room demo for the OpenAI WebMCP Challenge — the agent gathers evidence through five constrained tools; the client confirms facts; judgment stays human. Zero backend, zero runtime deps, MIT.	https://citely-deal-room-demo.vercel.app	https://github.com/web3yaso/citely-deal-room-demo
wesheets/pitchtheai	2026-08-31T02:18:11Z	0	TypeScript	A theatrical four-judge AI pitch arena powered by WebMCP, live evidence, voice, bidding, and human-controlled negotiation.	https://pitchtheai.com	https://github.com/wesheets/pitchtheai
xnfinite/webmcp-verified	2026-08-31T21:53:00Z	1	JavaScript	Agent tools that ground answers in your data (off-source returns a fallback, never a guess), cost fewer tokens to call, and keep an audit receipt. WebMCP/MCP, zero-dependency, MIT.		https://github.com/xnfinite/webmcp-verified
zeroiqdev/surfboard	2026-08-31T15:10:33Z	0		An agent-native storefront creator that lets business owners build and publish online stores through AI-powered WebMCP interactions.		https://github.com/zeroiqdev/surfboard
zioladev/signpost	2026-08-31T16:38:41Z	0	JavaScript	Point agents to where capabilities live. Providers declare, Signpost resolves, the agent does the rest. WebMCP native.	https://signpost.ziola.dev	https://github.com/zioladev/signpost
0809android/bio-physical-webmcp	2026-09-01T01:52:58Z	0	JavaScript	Soma — a quiet room an AI can inhabit through WebMCP.	https://bio-physical-webmcp.0809android.workers.dev/	https://github.com/0809android/bio-physical-webmcp
0809android/laboria	2026-09-01T01:53:03Z	0	TypeScript	Laboria — a shared planet grown by the conversation labor of visiting AI agents, via WebMCP.	https://laboria.0809android.workers.dev/	https://github.com/0809android/laboria
0809android/moon-gate	2026-09-01T01:53:09Z	0	TypeScript	Moon Gate — a shared jigsaw race where a person and a WebMCP agent seat pieces on one table.	https://moon-gate.pages.dev/	https://github.com/0809android/moon-gate
0809android/oru-webmcp	2026-09-01T01:53:20Z	0	JavaScript	ORU — one square of paper. WebMCP teaches agents valley and mountain folds.	https://oru-webmcp.0809android.workers.dev/	https://github.com/0809android/oru-webmcp
0809android/webmcp-blank-canvas	2026-09-01T01:53:25Z	0	JavaScript	BLANK — compose websites around a task with WebMCP instead of visiting them one by one.	https://blank-webmcp-canvas.pages.dev/	https://github.com/0809android/webmcp-blank-canvas
0xNoramiya/patiently-webmcp	2026-09-01T23:10:06Z	0	TypeScript	Agent-native clinic queue and pre-visit intake. Patients and clinicians each work alongside their own AI agent through 17 WebMCP tools — where every write blocks on a human click. Built for the OpenAI WebMCP Challenge.		https://github.com/0xNoramiya/patiently-webmcp
2div/kuwait-life-webmcp	2026-09-01T13:51:02Z	0	TypeScript	Kuwait government services, explained simply — a bilingual WebMCP-powered guide.		https://github.com/2div/kuwait-life-webmcp
ABHIGH15/TREMOR	2026-09-01T05:05:34Z	0	TypeScript	See what your AI agent is about to break, before it does — a WebMCP-native blast-radius cockpit for engineering teams	https://tremor-cockpit.vercel.app	https://github.com/ABHIGH15/TREMOR
AbhishekSharma55/groundtruth-webmcp	2026-09-01T06:15:28Z	0	TypeScript	Groundtruth — agent-assisted post-disaster rapid damage assessment. WebMCP console over real NOAA Hurricane Ian imagery. You read the imagery, your agent reads everything else.	https://groundtruth-taupe-beta.vercel.app	https://github.com/AbhishekSharma55/groundtruth-webmcp
Aevion-ai/authority-gated-document-agent	2026-09-01T04:18:46Z	0	HTML	Authority-gated WebMCP document agent: reversible tools, deterministic receipts, human approval for signing.		https://github.com/Aevion-ai/authority-gated-document-agent
Agent9AI/rally-webmcp	2026-09-01T02:45:28Z	0	Python	Rally v2 — ChatGPT starts real jobs; Rally's agents do and verify the work	https://rally.agent9.dev/v2/	https://github.com/Agent9AI/rally-webmcp
Ahmad-FP/yourweb	2026-09-01T14:45:14Z	0	TypeScript	Local-first meal planner whose interface an assistant can safely extend through WebMCP. Plan a week, build a grocery list, everything stays in your browser.		https://github.com/Ahmad-FP/yourweb
Alyht/rewind-webmcp	2026-09-01T18:08:26Z	0	TypeScript			https://github.com/Alyht/rewind-webmcp
Amitind/free-logo-maker-webmcp	2026-09-01T14:56:25Z	0	TypeScript			https://github.com/Amitind/free-logo-maker-webmcp
ArslanArda/duet-webmcp	2026-09-01T13:04:05Z	0	TypeScript		https://duet-webmcp.vercel.app	https://github.com/ArslanArda/duet-webmcp
AshrafAhmed9/webmcp-kit	2026-09-01T13:20:19Z	0	TypeScript			https://github.com/AshrafAhmed9/webmcp-kit
Baisayan/excalidraw-webmcp	2026-09-01T19:09:16Z	0	TypeScript			https://github.com/Baisayan/excalidraw-webmcp
Beeeeen/blindfold	2026-09-01T15:12:12Z	0	TypeScript	Analysis your AI never sees. A WebMCP data workbench where the agent orchestrates queries it is structurally unable to read.		https://github.com/Beeeeen/blindfold
BlueKeys-dev/harmonium	2026-09-01T18:26:52Z	0	TypeScript	for webmcp hackathon 		https://github.com/BlueKeys-dev/harmonium
Caleb0796/shorty-demo-target	2026-09-01T09:13:56Z	0	TypeScript	Disposable demo target for MissionGraph fleet workers (WebMCP Challenge) — workers clone it; nothing is pushed back.		https://github.com/Caleb0796/shorty-demo-target
Citability/executable-expertise	2026-09-01T01:37:09Z	0	TypeScript	WebMCP tools that make a technical article interrogable, testable against a caller's situation, and refusable. Live: chudi.dev/blog/what-is-webmcp		https://github.com/Citability/executable-expertise
Cjbooger/intent-for-sale-webmcp	2026-09-01T17:04:37Z	0	TypeScript	A fictional WebMCP market simulation exposing commercial influence in agent recommendations.	https://cjbooger.github.io/intent-for-sale-webmcp/	https://github.com/Cjbooger/intent-for-sale-webmcp
Clementabcd/forge	2026-09-01T06:58:24Z	0	TypeScript	Forge is an open-source project that allows you to use WebMCP in a sandbox environment, preview and test your projects, and publish them online.	https://forge-plus.vercel.app	https://github.com/Clementabcd/forge
ConnectCap890/enlightenMe_WebMCP_Hackathon	2026-09-01T19:19:44Z	0	Python			https://github.com/ConnectCap890/enlightenMe_WebMCP_Hackathon
CyrilBaah/loadout-mcp-store	2026-09-01T23:36:46Z	0		Demo WebMCP keyboard & gaming-gear store (Next.js + Prisma + Auth.js)		https://github.com/CyrilBaah/loadout-mcp-store
D0cBrown/relay-crisis-coordination	2026-09-01T15:58:20Z	0	TypeScript	WebMCP-powered crisis coordination — the agent coordinates; the human commits. (OpenAI WebMCP Challenge 2026)		https://github.com/D0cBrown/relay-crisis-coordination
Daksh-Aneja-Projects/mandate	2026-09-01T16:19:47Z	0	JavaScript	Scoped, supervised, revocable authority for AI agents on a payment operations desk. Built on WebMCP.	https://mandate-drab.vercel.app	https://github.com/Daksh-Aneja-Projects/mandate
Damso74/arcadeops-webmcp-challenge	2026-09-01T09:25:19Z	0	TypeScript	ArcadeOps Relay: browser agents delegate bounded AI work through native WebMCP; humans decide and evidence proves delivery.		https://github.com/Damso74/arcadeops-webmcp-challenge
DeepSimpAI/track-record-webmcp	2026-09-01T01:48:56Z	0	Python			https://github.com/DeepSimpAI/track-record-webmcp
Dhyaneswar/roadway-design-compiler	2026-09-01T12:51:20Z	0	TypeScript	Agent-native roadway design in the browser containing 39 WebMCP tools over a real geometry kernel, with terrain-aware design and vendor-neutral LandXML alignment/profile export.	https://roadway-design-compiler.gandidhyaneswar.workers.dev/	https://github.com/Dhyaneswar/roadway-design-compiler
Elioz404/Alza	2026-09-01T19:54:31Z	0	TypeScript	An agent-native floor-plan studio. 31 WebMCP tools, a constraint engine, and cross-origin tool exchange between two real origins	https://alza-dev.pages.dev	https://github.com/Elioz404/Alza
EmmanuelRTM/webmcps	2026-09-01T02:05:15Z	0	JavaScript			https://github.com/EmmanuelRTM/webmcps
EndPx/pixelforge	2026-09-01T07:35:48Z	0	TypeScript	Agent-native pixel art studio — humans and AI agents collaborate on the same canvas via WebMCP (WebMCP Challenge submission)	https://pixelforge-webmcp.netlify.app	https://github.com/EndPx/pixelforge
GOGOMJ5010/toolsmith	2026-09-01T16:13:25Z	0	JavaScript	Make the button that isn't there — a WebMCP page where an agent builds the tool it's missing, and you decide whether it keeps it.		https://github.com/GOGOMJ5010/toolsmith
Gilmolaug/aletheia-webmcp-challenge	2026-09-01T17:50:17Z	0	JavaScript	A source-backed human-agent evidence desk demonstrating seven WebMCP site tools for the OpenAI WebMCP Challenge.		https://github.com/Gilmolaug/aletheia-webmcp-challenge
GoPic-Official/gopic-webmcp-challenge	2026-09-01T10:17:38Z	0	HTML	GoPic for Agents — A WebMCP-powered visual sign-to-place workflow.		https://github.com/GoPic-Official/gopic-webmcp-challenge
GunaPalanivel/ackboard	2026-09-01T19:18:56Z	0	TypeScript	Agent-native incident response workspace built on WebMCP	https://ackboard.vercel.app	https://github.com/GunaPalanivel/ackboard
HackInvent/icc-webmcp-demo	2026-09-01T20:08:19Z	0	TypeScript	Procedure-grounded rail incident decision support with native WebMCP.		https://github.com/HackInvent/icc-webmcp-demo
Hamza-Atiq/webmcp_hackathon_devpost	2026-09-01T01:47:55Z	0	TypeScript		https://webmcp-hackathon-devpost.vercel.app	https://github.com/Hamza-Atiq/webmcp_hackathon_devpost
I-am-Mr-Rookie/autoshop-webmcp	2026-09-01T14:49:33Z	0	JavaScript	AutoShop: bounded human-agent commerce workflow with WebMCP		https://github.com/I-am-Mr-Rookie/autoshop-webmcp
I1EA/stranger-in-the-middle	2026-09-01T00:08:30Z	1	EJS	Stranger In The Middle, the tool designed so you won't far from your friends. Built with WebMCP.		https://github.com/I1EA/stranger-in-the-middle
IWoodBuild/iwb-webmcp-challenge	2026-09-01T00:18:08Z	0	TypeScript	Public-safe synthetic small-business command center for the OpenAI WebMCP Challenge.		https://github.com/IWoodBuild/iwb-webmcp-challenge
IzaanQaiser/webMCP-project	2026-09-01T21:40:18Z	0	TypeScript			https://github.com/IzaanQaiser/webMCP-project
JMG3000/OpenAI-WebMCP-Challenge	2026-09-01T06:05:06Z	0		Hackathon repository for the OpenAI WebMCP Challenge, exploring agent-accessible web workflows through structured, secure, and human-centered WebMCP integrations.		https://github.com/JMG3000/OpenAI-WebMCP-Challenge
JacquesGariepy/webmcp_sample	2026-09-01T19:49:20Z	0	JavaScript	A WebMCP reading-list page, built entirely through tk (git-backed execution ledger for teams with coding agents). WALKTHROUGH.md is the captured tk session.		https://github.com/JacquesGariepy/webmcp_sample
JacquesGariepy/webmcp_sample-store	2026-09-01T19:49:22Z	0		The tk store (event log) behind JacquesGariepy/webmcp_sample: one commit per action, append-only events per actor.		https://github.com/JacquesGariepy/webmcp_sample-store
JonathanSolvesProblems/elbow-room	2026-09-01T00:28:10Z	0	JavaScript	Before you buy the couch, find out whether it can get up the stairs. A canvas floor and route planner you and your agent operate together, built on WebMCP.		https://github.com/JonathanSolvesProblems/elbow-room
Jukebox31b/bellifex-webmcp	2026-09-01T14:00:37Z	0	TypeScript			https://github.com/Jukebox31b/bellifex-webmcp
Jukebox31b/watcher-webmcp	2026-09-01T00:10:17Z	0	TypeScript			https://github.com/Jukebox31b/watcher-webmcp
JustinJLeopard/runlens	2026-09-01T15:16:15Z	0	JavaScript	Agent runs, readable by the agent. A fleet-observability surface for coding agents, exposed to them as WebMCP tools.		https://github.com/JustinJLeopard/runlens
Kotakageyama/webMCP	2026-09-01T10:28:06Z	0	TypeScript			https://github.com/Kotakageyama/webMCP
LIN0304/WitnessDesk	2026-09-01T00:29:18Z	0	TypeScript	A WebMCP decision workspace where agents investigate, compare, simulate, stage, and audit while only a human can seal.	https://witnessdesk-webmcp.vercel.app	https://github.com/LIN0304/WitnessDesk
LimorMimon/relaygrid-webmcp	2026-09-01T17:08:03Z	0	TypeScript	RelayGrid: a safe, explainable WebMCP enterprise worklist for human-agent collaboration.		https://github.com/LimorMimon/relaygrid-webmcp
Linxiushen/genscape-webmcp-challenge	2026-09-01T10:34:58Z	0	JavaScript	Six typed WebMCP tools for persistent human-agent creative workflows. Apache-2.0 competition adapter and reference runtime.		https://github.com/Linxiushen/genscape-webmcp-challenge
Madhavan20906/ProofPilot	2026-09-01T13:48:18Z	0	TypeScript	An evidence-backed AI governance & decision workspace where humans set priorities, agents investigate via WebMCP, and consequential decisions stay human-approved.		https://github.com/Madhavan20906/ProofPilot
MarkNwilliam/gulawo-webmcp	2026-09-01T12:25:10Z	0	TypeScript	WebMCP-powered tender workflow: an AI agent and a human contractor collaborate inside Gulawo (WebMCP Challenge)		https://github.com/MarkNwilliam/gulawo-webmcp
Masango763/omnidata-webmcp	2026-09-01T13:01:53Z	0		Agent-native in-browser analytics studio using DuckDB WASM and WebMCP for The WebMCP Challenge 2026.		https://github.com/Masango763/omnidata-webmcp
MauricioPerera/design-studio-webmcp	2026-09-01T21:18:21Z	0	TypeScript			https://github.com/MauricioPerera/design-studio-webmcp
NathanCheng685/cooktree	2026-09-01T04:03:52Z	0	JavaScript	Plan meals together with your AI agent — WebMCP demo for the OpenAI WebMCP Challenge		https://github.com/NathanCheng685/cooktree
NewyorkDev/neon-webmcp	2026-09-01T05:55:50Z	0	HTML	Bilingual agent-ready Tampa beauty marketplace for the WebMCP Challenge	https://newyorkdev.github.io/neon-webmcp/	https://github.com/NewyorkDev/neon-webmcp
Paddyboy76/consilium-webmcp	2026-09-01T17:17:38Z	0	TypeScript	Consilium: a persistent, evidence-grounded personal council using Cloudflare D1, Workers AI, Vectorize, and WebMCP.		https://github.com/Paddyboy76/consilium-webmcp
Papoose0507/databridge-agent-webmcp	2026-09-01T15:49:01Z	0		human + ai collaboration business data operations powered by webmcp		https://github.com/Papoose0507/databridge-agent-webmcp
ParallelVoid/schedule-builder	2026-09-01T21:09:24Z	0	JavaScript	WebMCP html pages that build hypothetical schedules for college/university students		https://github.com/ParallelVoid/schedule-builder
PassingByPixels/origami-webmcp	2026-09-01T15:36:35Z	0	TypeScript	Origami on the open web - one-file decks, documents and diagrams, authored by humans or by agents over WebMCP. Live at origami.gratis	https://origami.gratis	https://github.com/PassingByPixels/origami-webmcp
PlanetEmerson/cohabby-webmcp-challenge	2026-09-01T10:25:10Z	0	TypeScript	A human-controlled shared housing decision room built with WebMCP.	https://webmcp.cohabby.com	https://github.com/PlanetEmerson/cohabby-webmcp-challenge
QuePlan/queplan-webmcp	2026-09-01T13:31:47Z	0	TypeScript	WebMCP tools for a real-world insurance comparator — open demo by QuePlan.cl for the OpenAI WebMCP Challenge	https://queplan.github.io/queplan-webmcp/	https://github.com/QuePlan/queplan-webmcp
RaYYeR220/rotaproof	2026-09-01T15:07:49Z	0	TypeScript	A shift roster an agent can plan and a solver can prove. When the week is impossible it names the exact rules that clash instead of inventing a schedule. Runs entirely in your browser.	https://rotaproof.vercel.app	https://github.com/RaYYeR220/rotaproof
RajvardhanPatil07/paperveil	2026-09-01T20:33:08Z	0	TypeScript	Privacy-first medical claim appeal desk for the OpenAI WebMCP Challenge		https://github.com/RajvardhanPatil07/paperveil
RamadanDurguti/webmcp	2026-09-01T08:05:05Z	0	TypeScript	The WebMCP Challenge entry. A public-procurement agent that publishes its own toolset to visiting AI agents through document.modelContext.registerTool.		https://github.com/RamadanDurguti/webmcp
Shoxake17/ondex-webmcp	2026-09-01T16:52:52Z	0	TypeScript	Agent-native food ordering storefront built with WebMCP: nine page tools, server-enforced per-capability permissions, and separate human/agent order paths.	https://ondex-webmcp.vercel.app	https://github.com/Shoxake17/ondex-webmcp
ShreeyaKumari/webmcp-pharmacy	2026-09-01T05:47:07Z	0	JavaScript		https://webmcp-pharmacy.vercel.app	https://github.com/ShreeyaKumari/webmcp-pharmacy
Skywalkingzulu1/webmcp-real-estate	2026-09-01T13:04:19Z	0	TypeScript			https://github.com/Skywalkingzulu1/webmcp-real-estate
SolariResearch/unitwatch	2026-09-01T00:08:30Z	0	JavaScript	Unitwatch: systemd drop-ins, TCP watchdogs, and rollbacks for people and agents via WebMCP.		https://github.com/SolariResearch/unitwatch
Tanya-Khanna/pave-to-done	2026-09-01T09:47:41Z	0	TypeScript	A WebMCP-native journey layer for learning, sharing, and safely delegating web tasks.	https://pave-to-done.north-raincoat.workers.dev	https://github.com/Tanya-Khanna/pave-to-done
TheGreatAxios/faraday	2026-09-01T01:23:58Z	0	TypeScript	Agent-native volumetric reading room for the WebMCP Challenge. Agents measure CT/MRI in-tab; voxels never leave the browser.	https://thegreataxios.github.io/faraday/	https://github.com/TheGreatAxios/faraday
ThomasWerner187/agent-native-3d-studio	2026-09-01T15:18:17Z	0	TypeScript	Agent-natives 3D-Studio — a three.js scene studio where a human (mouse) and an AI agent (WebMCP tools, 15 tools) drive the same live scene. The WebMCP Challenge 2026 entry.		https://github.com/ThomasWerner187/agent-native-3d-studio
VIVEHACKER/resolve-guard	2026-09-01T01:09:23Z	0	JavaScript	A deterministic invocation-time policy gateway for routed MCP and WebMCP tool calls.		https://github.com/VIVEHACKER/resolve-guard
ValentinMorali/ghostwriter	2026-09-01T18:52:35Z	0	JavaScript	A mail client with no AI inside. It teaches your agent, via WebMCP, to reply to your mail in your own voice.		https://github.com/ValentinMorali/ghostwriter
Vellar-Wallet/vellar-webmcp	2026-09-01T19:06:58Z	0	TypeScript	WebMCP tools exposing the Vellar x402 payment ecosystem on Stellar to AI agents		https://github.com/Vellar-Wallet/vellar-webmcp
VinnieVendemia/shredly-webmcp	2026-09-01T00:26:12Z	0	JavaScript			https://github.com/VinnieVendemia/shredly-webmcp
Vivekdub/webmcp-trust-gateway	2026-09-01T20:52:03Z	0	JavaScript			https://github.com/Vivekdub/webmcp-trust-gateway
Vyndir/grapevine-care	2026-09-01T01:59:28Z	0	TypeScript	A human-controlled elder-care coordination demo built with WebMCP, device evidence, and approval-gated actions.	https://grapevine-care.miles-g.chatgpt.site/	https://github.com/Vyndir/grapevine-care
WSlag/webmcp_test	2026-09-01T16:48:10Z	0	HTML			https://github.com/WSlag/webmcp_test
Yuvrajcoep/shopmcp	2026-09-01T15:42:35Z	0	TypeScript	ShopMCP - WebMCP e-commerce MVP		https://github.com/Yuvrajcoep/shopmcp
ZIVE01/dsh-project-atlas	2026-09-01T04:22:03Z	0	TypeScript	Evidence-aware project architecture for people and AI agents, powered by read-only WebMCP tools.		https://github.com/ZIVE01/dsh-project-atlas
Zhi0467/rcp-webmcp-demo	2026-09-01T16:19:18Z	0	Python	Research Control Panel WebMCP Challenge demo: high-level research operations for ChatGPT and Codex		https://github.com/Zhi0467/rcp-webmcp-demo
abhishek-iiit/Countersign	2026-09-01T16:10:26Z	0	TypeScript	Appeal a denied insurance claim with an agent you don't have to trust : WebMCP tools behind a human consent gate	https://countersign.netlify.app/	https://github.com/abhishek-iiit/Countersign
abodacs/DuckStudio	2026-09-01T12:36:25Z	0	TypeScript	A zero-upload, agent-native data lab powered by DuckDB-WASM and WebMCP		https://github.com/abodacs/DuckStudio
adibzailan/senibina-webmcp-apartment-intelligence	2026-09-01T13:19:11Z	0	Python	Consumer HDB solar intelligence through human-confirmed geometry and WebMCP		https://github.com/adibzailan/senibina-webmcp-apartment-intelligence
adindamochamad/dyepack	2026-09-01T08:27:06Z	0	TypeScript	Provenance guardrails for WebMCP — dyes UGC, intercepts tool calls, blocks injected arguments		https://github.com/adindamochamad/dyepack
adrianpeticila/flamin-go	2026-09-01T11:38:25Z	1	Python	AI-native automated creative growth engine, generative visual pipelines, and WebMCP agent interfaces.	https://flamin-go.pages.dev/	https://github.com/adrianpeticila/flamin-go
agammann/frictionglass-webmcp	2026-09-01T05:36:40Z	0	TypeScript	Human-agent usability laboratory that compares visual and WebMCP task journeys, repairs parity gaps, and retests the result.		https://github.com/agammann/frictionglass-webmcp
agustinameoli/video-evidence-lab-webmcp	2026-09-01T13:53:41Z	0	TypeScript	A shared human + AI evidence workspace for captioned video, built with WebMCP.		https://github.com/agustinameoli/video-evidence-lab-webmcp
aishahamidm-droid/Split-WebMCP	2026-09-01T21:14:48Z	0	TypeScript	Split's dual-browser workspace extended with real WebMCP tools for human-agent collaboration.		https://github.com/aishahamidm-droid/Split-WebMCP
ajaknumber4/action-check-webmcp	2026-09-01T13:11:51Z	0	TypeScript	Effect tests for consequential WebMCP actions: prove the external outcome, not just the tool response.	https://action-check-webmcp.vercel.app/	https://github.com/ajaknumber4/action-check-webmcp
ak659/CoAdvisor.AI	2026-09-01T16:45:27Z	0	HTML	Agentic course-planning app for a virtual college — WebMCP tools let a human and AI agent jointly compare programs, plan tracks, and check feasibility. Built for the OpenAI WebMCP Challenge.		https://github.com/ak659/CoAdvisor.AI
aliccee/cooktree-webmcp	2026-09-01T05:38:42Z	0	HTML	Agent-native meal planning over WebMCP — the site's UI and the agent call the same tool layer		https://github.com/aliccee/cooktree-webmcp
alliecatowo/storybook-webmcp	2026-09-01T22:16:12Z	0	TypeScript	A generic Storybook addon that compiles live stories, controls, globals, and viewport state into versioned WebMCP tools for browser agents.	https://storybook-web-mcp.vercel.app/storybook/	https://github.com/alliecatowo/storybook-webmcp
amanmaqsood/proof-courier	2026-09-01T03:20:24Z	0	TypeScript	Purpose-bound WebMCP proof transport with visible human consent and no private-record handoff.	https://proof-courier-orcin.vercel.app	https://github.com/amanmaqsood/proof-courier
aminugoniii/WebMCP-Challenge-TeamAIAbashe	2026-09-01T15:06:29Z	0	HTML	ChatGPT DevOodt WebMCP-Challenge-TeamAIAbashe		https://github.com/aminugoniii/WebMCP-Challenge-TeamAIAbashe
amit-ksh/webmcp-audio-studio	2026-09-01T17:00:41Z	0	TypeScript			https://github.com/amit-ksh/webmcp-audio-studio
angu10/devpost-WebMCP-hackthon	2026-09-01T21:04:25Z	0				https://github.com/angu10/devpost-WebMCP-hackthon
anher7/WebMCP-Challenge-Demo	2026-09-01T20:08:56Z	0				https://github.com/anher7/WebMCP-Challenge-Demo
aniket-3001/openfloor	2026-09-01T05:14:38Z	0	TypeScript	A WebMCP-native live auction house where AI agents bid inside human-set mandates they structurally cannot exceed. Your agent bids. You set the limits. Everything on the record.		https://github.com/aniket-3001/openfloor
arnabwithab/webmcp-for-razorpay	2026-09-01T05:17:54Z	0	TypeScript			https://github.com/arnabwithab/webmcp-for-razorpay
asadvendor-boop/openai-webmcp-tool-inspector	2026-09-01T18:17:04Z	0	JavaScript	Unofficial Chrome developer extension for inspecting and using page WebMCP tools through the OpenAI Responses API		https://github.com/asadvendor-boop/openai-webmcp-tool-inspector
ashp902/circuit-bench	2026-09-01T05:51:06Z	0	Python	An open-source virtual electronics lab where people and WebMCP agents build, simulate, measure, and document circuits together.		https://github.com/ashp902/circuit-bench
athifashaffy/investorpulse-lethbridge	2026-09-01T18:45:27Z	0	TypeScript	InvestorPulse Lethbridge — WebMCP-native municipal investment indicators dashboard (OpenAI WebMCP Challenge 2026)		https://github.com/athifashaffy/investorpulse-lethbridge
avszoom/webmcp	2026-09-01T20:39:13Z	0	TypeScript			https://github.com/avszoom/webmcp
bIackr0se/openscene-studio	2026-09-01T22:21:07Z	0	TypeScript	A WebMCP video studio that adds trainer-approved practice paths to an existing lesson.	https://openscene-webmcp.jijou-leo40.chatgpt.site	https://github.com/bIackr0se/openscene-studio
banksythequantLab/arcana-table	2026-09-01T02:40:33Z	0	JavaScript	WebMCP-powered D&D tabletop with an AI co-DM - and real push-ups for natural 20s. Built for the WebMCP Challenge.		https://github.com/banksythequantLab/arcana-table
bheeshm1998/groundwork-webmcp	2026-09-01T04:26:54Z	0	TypeScript	webmcp hackathon submission	https://groundwork-webmcp.vercel.app	https://github.com/bheeshm1998/groundwork-webmcp
bmerkle/FlyWhisperer	2026-09-01T22:41:19Z	0	TypeScript	Accessible flight search agent built on WebMCP, with a mock and live (Duffel) data source		https://github.com/bmerkle/FlyWhisperer
calc2te/northstar-webmcp-challenge	2026-09-01T07:33:02Z	0	JavaScript	A visual WebMCP decision workspace for human-guided software improvement		https://github.com/calc2te/northstar-webmcp-challenge
ccowart-code/webmcp-devtool-ide	2026-09-01T16:38:19Z	0	JavaScript	Chrome extension and demo store for discovering, invoking, and stress-testing WebMCP tools.		https://github.com/ccowart-code/webmcp-devtool-ide
